V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	Q1	Q2	Q3	Q4	Q35	Q35_TEXT	Q5	Q5_TEXT	Q6	Q8	Q10	Q36	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_8	Q33_9	Q33_10	Q33_11	Q33_12	Q33_13	Q33_14	Q33_15	Q33_16	Q33_17	Q33_18	Q33_19	Q33_20	Q33_21	Q33_22	Q33_23	Q33_24	Q33_25	Q33_26	Q33_27	Q33_28	Q33_29	Q33_30	Q37	Q38	Q39	LocationLatitude	LocationLongitude	LocationAccuracy
R_87VkyWMJIgQKcYJ	Default Response Set	Anonymous			131.204.174.27	0	4/28/2014 19:58	4/28/2014 20:05	1	1	1	3	1	2		1		2	5	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	It makes me tense and anxious year round and I put tremendous pressure on myself to maintain a high level of productivity at all times.	Being assured that I am doing good work and do not need to fear a bad evaluation on a regular basis by my supervisor. 	"While I tend to be the worst judge of myself, I know what is acceptable work and what is not. As long as I am doing what I know to be exceptional work and try to be the best professional I can be, then it doesn't really matter what my superiors think."	32.57820129	-85.34899902	-1
R_7OrVk6lK2DU6wUR	Default Response Set	Anonymous			207.233.65.177	0	4/28/2014 22:49	4/28/2014 22:56	1	1	2	3	1	2		3		2	1	11	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	1	1	2	2	1	1	2	2	2	no	increased transparency on how the evaluations will be used	Treat teh evaluation process as an opportunity to identify your weaknesses so that you can improve them	33.78160095	-118.1858978	-1
R_cC6mF50lCn9DlL7	Default Response Set	Anonymous			138.26.8.203	0	4/29/2014 9:30	4/29/2014 9:34	1	1	1	2	1	2		1		2	3	8	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	2	1	1	2	2	1	1	1	"I've never really been evaluated negatively except in the case where there was some level of spite/dislike from my supervisor, and in that case I didn't have great respect for the person to begin with (which probably had an impact on our working relationship as well). "			33.54460144	-86.92919922	-1
R_6mLlyJw2OUZqUAt	Default Response Set	Anonymous			199.80.75.2	0	4/29/2014 10:15	4/29/2014 10:23	1	1	1	2	1	1		1		2	3	8	2	2	1	1	2	1	2	1	2	2	2	2	2	1	1	2	2	1	2	1	2	2	1	2	1	1	2	2	1	1	1	I haven't pursued formal complaints about coworkers due to being afraid of receiving a negative evaluation.	Transparency in administration.	"Do your best.  Be receptive to criticism, but don't take it personally."	32.46629333	-93.81420135	-1
R_cOxFyxF8Hx35Agt	Default Response Set	Anonymous			150.216.60.61	0	4/29/2014 12:54	4/29/2014 13:02	1	1	2	2	1	2		3		1	2	4	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"Yes, made me more timid and pleasing -- less willing to take risks, request advancement and support, etc."	"improved mentoring, reassurances throughout the year, improved mental health plans, less ridicule of and penalties for those who have revealed their issues"	"No, because I still fear them even after gaining tenure, promotion, and better than expected evaluations every year. I also fear writing evaluations and giving them, even to good employees. I always get sick around the mid-year and annual evaluations for my staff."	35.52349854	-77.30079651	-1
R_bmtOUFhn5YtWqLH	Default Response Set	Anonymous			152.17.58.120	0	4/29/2014 14:30	4/29/2014 14:39	1	1	1	3	1	2		1		1	4	4	2	2	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	1	"No, I think my fear is at a normal level and I've never had a bad evaluation at any workplace."	An HR mantra I've frequently heard is that an evaluation should never be a surprise.  The leadership in a workplace has to make sure that tenet is upheld to eliminate widespread overall fear.	"A mentor once told me to just ask once in awhile ""How am I doing?"" in order to keep a finger on the pulse when working with a leader who doesn't offer much feedback outside of the evaluation."	36.09989929	-80.24420166	-1
R_bsFMryJ6Cxtlf5X	Default Response Set	Anonymous			128.175.82.104	0	4/30/2014 9:02	4/30/2014 9:03	1	1	1	2	1	2		3		1	2	6	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	1	1	2	1	2	2	1	2	2	2	2	1				39.5644989	-75.59700012	-1
R_agfvcY7dbJgpchf	Default Response Set	Anonymous			64.128.71.26	0	4/23/2014 9:49	4/23/2014 10:13	0	1	1	2	1	2		1		2	2	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1						-1
R_7QEfBixzp6y18cl	Default Response Set	Anonymous			128.123.45.149	0	4/23/2014 10:37	4/23/2014 11:13	0	1	1	2	1	2		1		1	1	11	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1						-1
R_1HvA8NlctT4qTiJ	Default Response Set	Anonymous			157.182.199.218	0	4/23/2014 13:12	4/23/2014 13:16	0	1	1	5	1	2		3		1	7	8	2	2	1	1	2	1	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	1	1	2	1						-1
R_0eUhkcyc2aOOhJX	Default Response Set	Anonymous			129.81.82.37	0	4/23/2014 17:09	4/23/2014 17:15	0	1	1	3	1	2		1		1	5	5	2	2	1	2	2	2	2	2	2	1	2	2	1	2	1	2	1	2	1	2	1	2	2	2	1	2	2	1	2	2	2						-1
R_3VmbotF8L1MDuGF	Default Response Set	Anonymous			75.185.206.32	0	5/1/2014 9:43	5/1/2014 9:48	1	1	1	2	1	2		3		2	2	8	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"I don't know.  Usually my evaluations turn out to be okay.  I just get anxious about it before happens.  Sometimes I worry that I'm afraid to take risks because I'm afraid if it doesn't go well, I'll be blamed."	"Make evaluations more of a discussion between supervisor and librarian.  Emphasis on goals.  Constructive criticism.  Transparency of what the goals and guidelines are---this has been a real problem where I work.  Sometimes the way you are evaluated is completely arbitrary----whether or not you are perceived as being ""innovative"" by the dean of the library, regardless of how much work you actually do.  But then failures are met with anger."		39.47920227	-84.71299744	-1
R_9nleQX4bwDHCqQl	Default Response Set	Anonymous			132.206.124.154	0	5/1/2014 11:06	5/1/2014 11:15	1	1	1	3	1	2		3		1	3	5	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1	2	2	1	2	1	"Yes - I think I would have contributed more to higher-level discussions (in meetings, etc.) and therefore might have achieved more and been recognized more widely in my profession."	"Upper management/administration must foster an environment of openness and acceptance, where people are not given negative feedback for offering up their opinions (esp. if these are not popular ones)."	"No, as I have not accomplished this myself."	45.50779724	-73.58039856	-1
R_2tRBx1S5SZZ80Gp	Default Response Set	Anonymous			173.23.181.226	0	4/24/2014 11:54	4/24/2014 11:56	0	1	1	2	1	1		3			1	6	1	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1						-1
R_d6ApBIDJvfcmarj	Default Response Set	Anonymous			152.117.128.242	0	4/24/2014 15:27	4/24/2014 15:31	0	1	4	7	7			3		1	8	4	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1						-1
R_eyCGYuyMQAKXolT	Default Response Set	Anonymous			50.201.247.2	0	5/2/2014 13:45	5/2/2014 13:51	1	1	1	2	1	2		5	Electronic Resources	1	2	8	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"Yes.  I have not presented at conferences because of my fear and anxiety.  I have not expressed my opinion, at times, in staff meetings because of fear and anxiety."	"I'm not sure what could really be changed.  I think I have an supportive boss overall, but I can't talk to him about my anxiety or fears."	No.  I'm sorry that we feel this way.  Don't most people?	39.89160156	-80.1780014	-1
R_9nqETq3QvHQJ0VL	Default Response Set	Anonymous			66.62.92.252	0	5/2/2014 14:37	5/2/2014 14:52	1	1	4	3	1	1		2		1	3	8	2	2	1	1	2	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	"Negative evaluations are  tools to be used against me [deny raises, vacation requests or to make me anxious that management is positioning to fire me].  It has been my experience that they are not used as guidelines for improvement but as threats.  Being on the giving and on the receiving end has been educational.  I have been absolutely stunned by a poor review [why didn't I know ahead of time that you were unhappy with my performance in this area?] and have been instructed to prepare ""low-ball"" evaluations for my team to avoid raise negotiations [nothing higher than ""satisfactory"" unless they have actually leapt buildings in a single bound or saved Gotham from certain destruction]."	More frequent evaluations - a more regular review of what's being done right & where to focus on change would at least alleviate the pressure of whether you're performance is about to get trashed for the previous year.	"It is not personal, it is strategic positioning by management or VERY RARELY intended as a guideline for adjusting your performance priorities."	46.00920105	-112.4421005	-1
R_250cEAQuNzxsCTX	Default Response Set	Anonymous			131.193.153.133	0	5/2/2014 16:30	5/2/2014 16:39	1	1	1	2	5	2		3		2	1	8	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	1	1	2	2	1	1	2	2	1	"Honestly, not really. I do sometimes wonder if my boss likes me but I don't let it effect my every day approach to my own career. I know that I do good work. It's just every and now then I have doubts. Most of the time I am positive that I will get good evaluations. "	"Leadership needs to do some team building exercises. That's not healthy. Work on communication skills in the workplace to help aid in this fear. Also, somehow work on getting people to understand that critcism is the first step to self-improvement. It's not always bad. "	"Know your own value first. Perhaps being more confident in yourself is good advice in overcoming the fear of negative evaluation. Again, criticism is the first step towards being a better person/employee. And take it with a grain of salt if you think your boss is being unfair. "	41.87840271	-87.68520355	-1
R_0upEiAWihTS4buB	Default Response Set	Anonymous			165.127.85.4	0	5/2/2014 16:49	5/2/2014 17:23	1	1	1	3	1	6	Special	2		2	3	8	3	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	No	"Engendering a workplace culture that allows for risk taking, which may sometimes result in failure."	"have regular communication with supervisors, and welcome and heed feedback along the way."	39.73199463	-104.983902	-1
R_9ZklLUmoj2QsFUx	Default Response Set	Anonymous			208.0.9.200	0	5/3/2014 12:32	5/3/2014 12:38	1	1	1	2	1	1		3		2	4	8	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	1	2	1	1	2	1	2	2	1	2	2	2	2	1	Somewhat - although usually that means I make a more positive effort to do well.	Make communication more open with supervisors - evaluations should never contain a surprise.  Supervisors should always address issues as they come up.	Check in with your supervisor often to get feedback on your performance.	37.40229797	-77.47389984	-1
R_eXLQFlt6RSU5KYt	Default Response Set	Anonymous			66.56.152.115	0	5/4/2014 13:35	5/4/2014 13:44	1	1	1	2	1	2		3		1		6	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	1	2	1	2	2	2	1	2	2	1	2	2	2	"Somewhat. I don't feel that I have been given the training and information to perform my job to the expectations of my supervisor, but that sounds like an excuse when I try to address it. There are changes I would like to make within my department that would improve our abilities to perform our work, yet I do not feel confident ""asking"" for permission to make these changes because they involve employees who are not favored by the supervisor. It is obvious who is in good graces within our library and who is not. This creates unneeded artificial divisions between staff and departments. "	I wish I knew. Perhaps seek strategies for how to identify and preemptively address the areas of work performance that create the fear.  Read on and implement how to defuse a bully (if that is the particular situation). 	"Learn to couch work expectations, even failures, in strength-based language. Look at what was learned in the process, not first that it failed. How will this experience and knowledge improve the next situation? "	33.75270081	-78.90709686	-1
R_8nSHOaOyyvQXxvD	Default Response Set	Anonymous			38.111.224.10	0	5/15/2014 14:00	5/15/2014 14:03	1	1	1	1	1	2		3		2	1	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	2	1	2	2	1	1	1	Not tangibly -- I am fairly new to my career and have performed well so far. However it does add a great deal of additional stress and sometimes causes me to freeze when I am presented with decisions that might cause others to think negatively of me 	Hard to give a recommendation because I feel like this is largely internal rather than a fault of my institution. 		42.26260376	-71.8022995	-1
R_26oOH5lMWqgDUu9	Default Response Set	Anonymous			128.252.66.91	0	5/13/2014 13:50	5/16/2014 14:13	1	1	1	3	1	2		3		1	3	5	2	2	1	1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	2	2	1	2	2	2	1	1	2	2	1	2	1	I think it has effected my willingness to take on projects for which I am not certain of the outcome and to apply for higher level positions within the organization and at other institutions.	Teach acceptance and tolerance		38.66569519	-90.32309723	-1
R_bjbcU5hykhieRfL	Default Response Set	Anonymous			130.126.35.202	0	5/20/2014 14:53	5/20/2014 15:07	1	1	1	3	1	2		3		1	3	7	2	2	2	1	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	"There are times when I should have spoken up more but did not because I felt I was the only person on that side of a discusison.  Looking back, I couldn't really know that because I wasn't sharing my perspective and others might have also been holding back but been in agreement with me and waiting for someone else to speak first. "	You have to get along with people and be pleasant to work with.  But this should not affect your ability to speak your mind and have colleagial disagreements.  We limit our effectiveness if we worry about what others will think of us.  We also should put our libraries and patrons first and do what it right for them and not what is right for ourselves and sometimes that means voicing unpoular ideas.	"If every evaluation is positive, it does not help you to grow.  Also, sometimes personalities do not mesh and you will not always get along well with everyone.  The concern should be about doing what needs do be done and doing it well, and these are not evaluations on your personality. "	40.10949707	-88.21230316	-1
																																																									
R_8Dp6tPhJX9RGBuZ	Default Response Set	Anonymous			130.18.249.139	0	4/23/2014 9:44	4/23/2014 9:45	0	1																																															-1
R_7UmfDwTUyl9Xu8R	Default Response Set	Anonymous			204.56.7.2	0	4/23/2014 9:44	4/23/2014 9:47	0	1	1	3	1	6	independent research library (special?)	2		1	3	2	2																																				-1
R_9nKvmzI1utO6M8R	Default Response Set	Anonymous			170.99.164.59	0	4/23/2014 9:44	4/23/2014 9:47	0	1	1	3	5	6	court library	1		1	5	5	2																																				-1
R_2tyokD3wuS0vjWl	Default Response Set	Anonymous			205.189.23.92	0	4/23/2014 9:46	4/23/2014 9:47	0	1	1	5	1	2		3		2	4	8	2																																				-1
R_cD7ltXUXkwWtXgN	Default Response Set	Anonymous			207.30.62.198	0	4/23/2014 9:47	4/23/2014 9:48	0	1	1	2	1	2		3		2	2	10	2																																				-1
R_9HPWFcsfENSkICN	Default Response Set	Anonymous			165.106.220.83	0	4/23/2014 9:47	4/23/2014 9:48	0	1	2	2	1	2		1		2	1	8	2																																				-1
R_d4gGIhptJke9PHD	Default Response Set	Anonymous			137.28.54.90	0	4/23/2014 9:47	4/23/2014 9:48	0	1	1	4	1	2		3		1	5	5	2																																				-1
R_3948GsIDbLwY7rf	Default Response Set	Anonymous			129.120.93.68	0	4/23/2014 9:47	4/23/2014 9:49	0	1																																															-1
R_4ZXTPw9jn86FPkV	Default Response Set	Anonymous			130.91.144.171	0	4/23/2014 9:48	4/23/2014 9:50	0	1	1	2	3	2		1		1	2	8	2																																				-1
R_cLL1KCylfqWjc45	Default Response Set	Anonymous			186.200.68.226	0	4/23/2014 9:49	4/23/2014 9:55	0	1	1	1	1	6	Museum	1		2	1	8	1																																				-1
